Park Type,Wind farm,Turbine Platform,Turbine,Component Failed,Outage cause,Material number,Failed Component Serial number,New Component Serial number,Failure Mode,Component Commisioning Date,Turbine Stopp Date,Jackup Call-off Date,Component Exchange Date,Turbine start date,Estimated Lost Production,Estimated Lost Revenue,Work Order,Main Component Cost,Jackup Cost,Other Project Cost,Jackup vessel,Alarm code 1,Alarm code 2,Alarm code 3,Alarm code 4,Alarm code 5,Alarm code 6,Alarm code 7,Alarm code 8,Alarm code 9,Alarm code 10,Alarm code 11,Alarm code 12,Alarm code 13,Alarm code 14,Alarm code 15,Alarm code 16,Alarm code 17,Alarm code 18,Alarm code 19,Alarm code 20
Offshore,Thanet,V90-3MW,UTHF06,Gearbox,,,EF901E-013L/LM0608,RW-EF901E-503L/LM0050 ,Serial Defect,2010-08-19 00:00:00,,,2012-07-09,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHF04,Gearbox,,,EF901E-013L/LM0640,RW-EF901E-513L/LM0029,Serial Defect,2010-08-04 00:00:00,,,2012-07-31,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHF02,Gearbox,,,EF901E-013L/LM0430,RW-EF901E-503L/LM0049,Serial Defect,2010-08-08 00:00:00,,,2012-08-09,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHF05,Gearbox,,,EF901E-013L/LM0448,RW-EF901E-503L/LM0052,Serial Defect,2010-08-14 00:00:00,,,2012-08-15,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHE02,Gearbox,,,EF901E-013L/LM0605,RW-EF901E-503L/LM0048,Serial Defect,2010-08-09 00:00:00,,,2012-08-18,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHF08,Gearbox,,,EF901E-013L/LM0415,RW_EF901E-301-L/LM0079,Serial Defect,2010-08-18 00:00:00,,,2012-08-24,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHB07,Gearbox,,,EF901E-013L/LM0413,EF901E-503L/LM0051,Serial Defect,2010-07-24 00:00:00,,,2012-08-30,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHF11,Gearbox,,,EF901E-013L/LM0457,RW-EF901E-301-L/LM0078,Serial Defect,2010-08-18 00:00:00,,,2012-09-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHC02,Gearbox,,,EF901E-013L/LM0453,RW-EF901E-013L/LM0064,Serial Defect,2010-08-03 00:00:00,,,2012-09-03,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Hoofdplaat Polder,V80-2MW,NHP004,Gearbox,,,,Lohmann + Stolterfoht GPV 440 S 3331,,2008-06-27 00:00:00,2012-09-10,,2012-10-13,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Swinford,V90-2MW,USFA08,Gearbox,,,,Lohmann/Rexroth GPV442 SN 793000001651,,,2012-10-04,,2012-10-23,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Swinford,V90-2MW,USFA05,Gearbox,,,,Lohmann/Rexroth GPV442 SN 793000001637,,,2012-10-25,,2012-11-20,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1231,Gearbox,,"40074658, 40085066",,79300001774,,,,,2013-01-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1472,Gearbox,,"40074658, 40085066",,79300001721,,,,,2013-01-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1583,Gearbox,,"40074658, 40085066",,79300001775,,,,,2013-01-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT 2,3MW",SLGC03,Main bearing,,,,,,,,,2013-03-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Lyngsmose,"SWT-2,3MW",WLY001,Blade,,,Blade B,,,2008-01-01 00:00:00,,,2013-03-03,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT 2,3MW",SLGC07,Main bearing,,,,,,,,,2013-05-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1114,Blade,,,,,,,,,2013-05-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1462,Gearbox,,"40074658, 40085066",,72802003626,,,,,2013-06-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1586,Gearbox,,"40074658, 40085066",,793000000049,,,,,2013-06-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Swinford,V90-2MW,USFA01,Generator,,,,Weier/VND SN H12169,,,2013-06-19,,2013-07-08,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHG07,Gearbox,,,EF901E-013L/LM0377,RW_EF901E-033-L/LM0050,Serial Defect,2010-08-14 00:00:00,,,2013-08-13,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHG01,Gearbox,,,EF901E-013L/LM0323,RW_EF901E-033-L/LM0048,Serial Defect,2010-08-09 00:00:00,,,2013-08-14,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHE13,Gearbox,,,EF901E-013L/LM0464,RW_EF901E-633-L/LM0005,Serial Defect,2010-07-24 00:00:00,,,2013-08-17,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHB09,Gearbox,,40080800,RW-EF901E-013L/LM0046,RW_EF901E-033-L/LM0037,,2011-08-20 00:00:00,,,2013-08-19,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHB10,Gearbox,,,EF901E-013L/LM0398,RW_EF901E-043-L/LM0004,Serial Defect,2010-07-17 00:00:00,,,2013-08-22,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHC09,Gearbox,,,EF901E-013L/LM0338,RW_EF901E-633-L/LM0018,Serial Defect,2010-07-06 00:00:00,,,2013-08-22,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHC11,Gearbox,,,EF901E-013L/LM0412,RW_EF901E-633-L/LM0017,Serial Defect,2010-07-11 00:00:00,,,2013-08-23,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHE03,Gearbox,,,EF901E-013L/LM0407,RW_EF901E-633-L/LM0021,Serial Defect,2010-08-03 00:00:00,,,2013-09-13,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHB02,Gearbox,,,EF901E-013L/LM0383,RW_EF901E-633-L/LM0022,Serial Defect,2010-08-04 00:00:00,,,2013-09-20,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHD16,Gearbox,,,EF901E-013L/LM0344,RW_EF901E-633-L/LM0022,Serial Defect,2010-09-09 00:00:00,,,2013-09-22,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHD16,Gearbox,,,EF901E-013L/LM0344,RW_EF901E-633-L/LM0022,Serial Defect,2010-09-09 00:00:00,,,2013-09-22,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHB11,Gearbox,,,EF901E-013L/LM0394,RW_EF901E-033-L/LM0047,Serial Defect,2010-07-09 00:00:00,,,2013-09-23,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHB12,Gearbox,,,EF901E-013L/LM0401,RW_EF901E-033-L/LM0052,Serial Defect,2010-07-17 00:00:00,,,2013-09-25,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHG05,Gearbox,,,EF901E-013L/LM0450,RW_EF901E-033-L/LM0051,Serial Defect,2010-08-12 00:00:00,,,2013-09-25,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1232,Gearbox,,"40074658, 40085066",,72802016022.R1,,,,,2013-12-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Alpha Ventus,"Re5-5,1MW",GAV004,Main bearing,,,,Rotorbearings 1+2,,2009-01-01 00:00:00,2013-11-21,,2013-12-03,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Egmond aan Zee,V90-3MW,NEZ010,Blade,,,,Blade B,,,,,2014-01-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Hjuleberg,SWT DD3,SHBA01,Main bearing,,,,,,,,,2014-01-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Hjuleberg,SWT DD3,SHBB03,Main bearing,,,,,,,,,2014-01-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Princess Alexia,"Senvion 3,4M",R12,Gearbox,,,,"Gearbox, Eickhoff, EBN2525A, 50Hz, 3.4M",,,2013-11-02,,2014-01-22,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHB09,Gearbox,,40080800,RW_EF901E-033-L/LM0037,RW_EF901E-633-L/LM0055,,2013-08-19 00:00:00,,,2014-02-19,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Hoofdplaat Polder,V80-2MW,NHP002,Gearbox,,,,Moventas  PLH-1400V80,,2009-06-03 00:00:00,2014-02-24,,2014-03-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1222,Gearbox,,"40074658, 40085066",,793000000048.R1,,,,,2014-03-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1466,Gearbox,,"40074658, 40085066",,61230,,,,,2014-03-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1471,Gearbox,,"40074658, 40085066",,72802013664,,,,,2014-03-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1582,Gearbox,,"40074658, 40085066",,61233,,,,,2014-03-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT 2,3MW",SLGB06,Gearbox,,"40085006, 40090389",,,,,2014-02-25,,2014-03-30,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT 2,3MW",SLGC03,Gearbox,,"40085006, 40090389",,,,,2013-12-05,,2014-06-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT 2,3MW",SLGC05,Gearbox,,"40085006, 40090389",,,,,2014-01-06,,2014-06-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Princess Alexia,"Senvion 3,4M",R10,Gearbox,,,,"Eickhoff, EBN2525A, 50Hz, 3.4M",,,2014-03-05,,2014-06-07,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1341,Transformer,,40074272,,,,,,,2014-07-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Princess Alexia,"Senvion 3,4M",W06,Transformer,,,"Trafo_3800kVA_50Hz_33,00kV_S_3_AF___1_3X","Trafo_3800kVA_50Hz_33,00kV_S_3_DY05_1_3X
",,,2014-03-18,,2014-07-15,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR3C1,Main bearing,,,"SKF Z-5.1-TS.RL.21-B, Ind.A",,,2012-10-12 00:00:00,,,2014-07-19,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR2B6,Main bearing,,,"SKF Z-5.1-TS.RL.21-B, Ind.A",,,2012-01-15 00:00:00,,,2014-07-20,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR4D7,Main bearing,,,"SKF Z-5.1-TS.RL.21-B, Ind.A",,,2011-09-19 00:00:00,,,2014-07-24,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR1A1,Gearbox,,,PZFB/3680/0,,,2012-02-12 00:00:00,2014-03-07,,2014-07-26,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR2B5,Gearbox,,,PZFB/3680/0,,,2011-12-18 00:00:00,2014-03-31,,2014-07-26,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR4D8,Main bearing,,,"SKF Z-5.1-TS.RL.21-B, Ind.A",,,2011-08-24 00:00:00,,,2014-07-28,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR1A2,Main bearing,,,"SKF Z-5.1-TS.RL.21-B, Ind.A",,,2012-05-14 00:00:00,,,2014-08-15,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1343,Gearbox,,"40074658, 40085066",,61232,,,,,2014-09-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR2A7,Main bearing,,,"SKF Z-5.1-TS.RL.21-B, Ind.A",,,2012-01-05 00:00:00,,,2014-09-03,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR4D3,Main bearing,,,"SKF Z-5.1-TS.RL.21-B, Ind.A",,,2011-08-19 00:00:00,,,2014-09-05,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Thanet,V90-3MW,UTHA04,Gearbox,,,EF901E-013L/LM0449,RW_EF901E-633-L/LM0019,Serial Defect,2010-07-22 00:00:00,,,2014-09-13,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Kentish Flats,V90-3MW,UKFC16,Blade,,40074287,,,,,,,2014-10-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Alpha Ventus,"Re5-5,1MW",GAV002,Blade,,,,LM 61.5 P2,,2009-01-01 00:00:00,2014-09-27,,2014-10-13,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Alpha Ventus,"Re5-5,1MW",GAV002,Main bearing,,,,Not documented in detail,,2009-01-01 00:00:00,2014-09-27,,2014-10-13,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Alpha Ventus,"Re5-5,1MW",GAV006,Gearbox,,,,Winergy PZFB 3680,,2009-01-01 00:00:00,2014-10-13,,2014-10-16,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1232,Generator,,40089382,,,,,,,2014-11-01,,0.0,0.0,,0.0,0.0,0.0,,598449.0,598049.0,,,,,,,,,,,,,,,,,,
Onshore,Bajlum,SWT DD3,WBMA03,Main bearing,,,SKF - ?,,,25-04-2014,2014-04-11,,2014-11-21,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Bajlum,SWT DD3,WBMA05,Main bearing,,,SKF - ?,,,25-04-2014,2014-10-28,,2014-11-24,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Hjuleberg,SWT DD3,SHBB05,Main bearing,,,,,,,,,2015-01-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Hjuleberg,SWT DD3,SHBB06,Main bearing,,,,,,,,,2015-01-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Östra Herrestad,V90-1800kW-2G,,Transformer,,,,,,,,,2015-01-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Bajlum,SWT DD3,WBMA02,Main bearing,,,SKF - ?,,,25-04-2014,2015-02-19,,2015-03-03,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1105,Gearbox,,"40074658, 40085066",,72802004580,,,,,2015-04-01,,0.0,0.0,,0.0,0.0,0.0,,632945.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1106,Gearbox,,"40074658, 40085066",,72802016023,,,,,2015-04-01,,0.0,0.0,,0.0,0.0,0.0,,632941.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1468,Gearbox,,"40074658, 40085066",,72802011837,,,,,2015-04-01,,0.0,0.0,,0.0,0.0,0.0,,632945.0,,,,,,,,,,,,,,,,,,,
Onshore,Princess Alexia,"Senvion 3,4M",R08,Gearbox,,,,"Moventas, PPLH2900, 3.XM",,,2015-01-12,,2015-04-07,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Swinford,V90-2MW,USFA11,Gearbox,,,,Winergy/Flender PEAB 4435 rev4 SN 4845781-0110-1,,,2015-06-16,,2015-06-19,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR1A5,Gearbox,,,PZFB/3680/0,,,2012-02-12 00:00:00,,,2015-07-10,,0.0,0.0,,0.0,0.0,0.0,,656300.0,658593.0,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR1B1,Main bearing,,,"SKF Z-5.1-TS.RL.21-B, Ind.A",,,2012-02-06 00:00:00,,,2015-07-14,,0.0,0.0,,0.0,0.0,0.0,,658012.0,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR3C6,Main bearing,,,"SKF Z-5.1-TS.RL.21-B, Ind.A",,,,,,2015-07-26,,0.0,0.0,,0.0,0.0,0.0,,662223.0,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT 2,3MW",SLGE07,Main bearing,,,,,,,,,2015-08-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR3C7,Main bearing,,,"SKF Z-5.1-TS.RL.21-B, Ind.A",,,2011-09-30 00:00:00,,,2015-08-09,,0.0,0.0,,0.0,0.0,0.0,,664909.0,,,,,,,,,,,,,,,,,,,
Offshore,Alpha Ventus,"Re5-5,1MW",GAV001,Main bearing,,,,Not documented in detail,,2009-01-01 00:00:00,2015-08-20,,2015-09-09,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Alpha Ventus,"Re5-5,1MW",GAV004,Gearbox,,,,Winergy PZFB 3680,,2009-01-01 00:00:00,2015-09-10,,2015-09-13,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Alpha Ventus,"Re5-5,1MW",GAV005,Blade,,,,LM 61.5 P2,,2009-01-01 00:00:00,2015-10-18,,2015-11-04,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Alpha Ventus,"Re5-5,1MW",GAV005,Main bearing,,,,Not documented in detail,,2009-01-01 00:00:00,2015-10-18,,2015-11-04,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Hjuleberg,SWT DD3,SHBB02,Main bearing,,,,,,,,,2016-01-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Östra Herrestad,V90-1800kW-2G,,Gearbox,,,,,,,,,2016-01-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT 2,3MW",SLGF05,Gearbox,,"40085006, 40090389",,,,,2015-11-28,,2016-02-01,,0.0,0.0,,0.0,0.0,0.0,,721384.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1591,Gearbox,,"40074658, 40085066",,793000000046,,,,,2016-02-12,,0.0,0.0,,0.0,0.0,0.0,,719067.0,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT 2,3MW",SLGC04,Generator,,"40076273, 40076300, 40076285",,,,,,,2016-03-01,,0.0,0.0,,0.0,0.0,0.0,,709545.0,724569.0,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1221,Gearbox,,"40074658, 40085066",,61231,,,,,2016-05-01,,0.0,0.0,,0.0,0.0,0.0,,734216.0,,,,,,,,,,,,,,,,,,,
Offshore,DanTysk,"SWT-3,6MW",GDT003,Gearbox,,,,,,,2016-04-17,,2016-05-18,2016-06-18,1146796.0,0.0,,0.0,0.0,0.0,,741739.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1465,Gearbox,,"40074658, 40085066",,793000000517,,,,,2016-06-10,,0.0,0.0,,0.0,0.0,0.0,,754086.0,,,,,,,,,,,,,,,,,,,
Offshore,Ormonde,"Re5-5,1MW",UOR2B3,Gearbox,,,PZFB/3680/0,,,2011-11-11 00:00:00,2016-05-06,,2016-06-16,,0.0,0.0,,0.0,0.0,0.0,,748321.0,763507.0,763816.0,763716.0,763927.0,763883.0,763572.0,763588.0,763871.0,763850.0,,,,,,,,,,
Onshore,Hoofdplaat Polder,V80-2MW,NHP005,Transformer,,,,SGB,,2005-03-26 00:00:00,2016-06-28,,2016-07-20,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Tjæreborg Enge,V80-2MW,,Gearbox,,,,793000000047,,,2016-07-05,,2016-08-15,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT 2,3MW",SLGE04,Gearbox,,"40085006, 40090389",,,,,2015-11-13,,2016-10-01,,0.0,0.0,,0.0,0.0,0.0,,799080.0,,,,,,,,,,,,,,,,,,,
Offshore,Lillgrund,"SWT 2,3MW",SLGG03,Gearbox,,"40085006, 40090389",,,,,2015-12-01,,2016-10-01,,0.0,0.0,,0.0,0.0,0.0,,792578.0,791209.0,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1107,Generator,,40089382,,,,,,,2016-11-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1238,Gearbox,Planned,"40074658, 40085066",,793000000422,,,2016-11-24,2016-11-22,2016-11-28,2016-11-30,97267.79999999999,3286.2621,6071685,32631.343624161073,69800.18,22314.85,WIND,807059.0,,,,,,,,,,,,,,,,,,,
Offshore,Horns Rev 1,V80-2MW,WH1107,Generator,Planned,40089382,,,,,2016-11-26,2016-11-22,2016-11-28,2016-11-29,33340.299999999996,1126.4258499999999,6070386,18612.824161073826,69799.965,18287.47,WIND,799328.0,807482.0,,,,,,,,,,,,,,,,,,
Onshore,Hjuleberg,SWT DD3,SHBA01,Blade,,,,,,,,,2017-01-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Stor Rotliden,V90-2MW,SRLC08,Blade,,"40076313, 40093687",,,,,,,2017-01-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Stor Rotliden,V90-2MW,,Gearbox,,,,,,,,,2017-01-01,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Hoofdplaat Polder,V80-2MW,NHP004,Gearbox,,,,"Lohmann + Stolterfoht GPV 440 S-3331-0100,84-HO-PG",,13-10-2012,2016-08-29,,2017-02-09,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Lyngsmose,"SWT-2,3MW",WLY002,Blade,,,Blade A,,,,2017-03-01,,2017-03-03,2017-03-31,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Lyngsmose,"SWT-2,3MW",WLY002,Blade,,,Blade B,,,,2017-03-01,,2017-03-03,2017-03-31,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Lyngsmose,"SWT-2,3MW",WLY002,Blade,,,Blade C,,,,2017-03-01,,2017-03-03,2017-03-31,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Tjæreborg Enge,V80-2MW,WTG57,Main bearing,,,,555909393-2,,,2017-03-02,,2017-04-02,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Princess Alexia,"Senvion 3,4M",R06,Gearbox,,,,"Moventas, PPLH2900, 3.XM",,,2017-04-03,,2017-04-07,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Princess Alexia,"Senvion 3,4M",W08,Gearbox,,,,"Moventas, PPLH2900, 3.XM",,,2017-04-07,,2017-04-12,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Onshore,Princess Alexia,"Senvion 3,4M",W06,Gearbox,,,,"Moventas, PPLH2900, 3.XM",,,2017-04-13,,2017-04-16,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
